OBJECTID,FORMATION_ID,STORAGE_UNIT_ID,STORAGE_UNIT_NAME,ASSESS_UNIT_TYPE,PERIOD_MIN,PERIOD_MAX,AGE_MIN,AGE_MAX,LITHOLOGY,WATER_DEPTH,SEAL,SUBSURF_INTERF,SURF_ISSUES,EST_STORECAP_MIN,EST_STORECAP_MEAN,EST_STORECAP_MAX,CAP_EST_METHOD,GROSS_THICK_MIN,GROSS_THICK_MEAN,GROSS_THICK_MAX,DEPTH_MIN,DEPTH_MEAN,DEPTH_MAX,PRESSURE_MIN,PRESSURE_MEAN,PRESSURE_MAX,MAX_PRESSURE_MIN,MAX_PRESSURE_MEAN,MAX_PRESSURE_MAX,TEMP_C_MIN,TEMP_C_MEAN,TEMP_C_MAX,PERM_MIN,PERM_MEAN,PERM_MAX,POROSITY_MIN,POROSITY_MEAN,POROSITY_MAX,FIELD_EXTENT_MIN,FIELD_EXTENT_MEAN,FIELD_EXTENT_MAX,VERT_NET_GROSS_MIN,VERT_NET_GROSS_MEAN,VERT_NET_GROSS_MAX,COMPROCK_MIN,COMPROCK_MEAN,COMPROCK_MAX,COMPFLUID_MIN,COMPFLUID_MEAN,COMPFLUID_MAX,SALINITY_BRINE,STATUS,CO2_DENSIT,STORE_EFF_FACT_USER,STORE_EFF_FACT_DB,EST_INJECT_RATE,EST_PLAT_INJECT_RATE_DUR,EST_INJECT_RATE_METH,INJECT_RATE_DB,PLAT_INJECT_RATE_DUR_DB,INJECT_RATE_METH_DB,TOT_PORE_VOL_MIN,TOT_PORE_VOL_MEAN,TOT_PORE_VOL_MAX,EST_EFFECT_DARCY_MIN,EST_EFFECT_DARCY_MEAN,EST_EFFECT_DARCY_MAX,EST_INJECT_RATE_50_MIN,EST_INJECT_RATE_50_MEAN,EST_INJECT_RATE_50_MAX,EST_INJECT_RATE_50_MIN_DB,EST_INJECT_RATE_50_MEAN_DB,EST_INJECT_RATE_50_MAX_DB,STORE_CAP_MIN,STORE_CAP_MEAN,STORE_CAP_MAX,CAP_CAL_METHOD,TOTAL_STORE_CAP,NO_AQUIF_DAUGHT,NO_HC_DAUGHT,STORE_CAP_HCDAUGHTER,SEAL_CHEM_REACT,MIN_SEAL_THICK,EST_CAP_ENT_PRESS,FAULT_DEN,VERT_EXTENT_FAULT,AVE_FAULT_THR,MAX_FAULT_THR_RES,RISK_LAT_MIGR,AVE_DIP_UNIT,SUSCEPT_RES_DAM,RES_MIN,VERT_STRAT_COMPART,HOR_STRAT_COMPART,ADVERSE_DIAG,SEAL_OTHER,NO_WELLS_PENETR,WELL_VINT,NO_ADAND_WELL_PENETR,AGE_OLD_WELL,VINT_PLAT,SEISMIC,WELLS,MODELS,STATUS_RESEARCH,AVE_FAU_THR_AVE_SEAL_THI,REMARKS,COUNTRY,COUNTRYCODE,LAMBERT_E,LAMBERT_N,X_DD,Y_DD,X,Y,Projection_Info,Date_Entered
25,BE_F_20120921102921359,BE_S_20120924115330515,Neeroeteren SU,Saline Aquifer without hydrocarbon fields,Carboniferous,Carboniferous,Kasimovian,Moscovian,Sandstone,0,Jurassic Shales,No,None,18,33,170,"Geo-techno-economic simulation (Welkenhuysen et al., submitted)",0,200,275,800,1400,2000,81,141,201,0,0,0,41,60,79,0,115,0,0,0.15,0,0,325,0,0,0.25,0,0,0,0,0,0,0,0,,566,2.5,2.5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,34.490625,0,Method 2,34.490625,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,limited data; area extend is Formation extent in both the Roer Valley Graben as the Campine basin,Belgium,BE,0,0,0,0,229000,209000,"Belgian datum 72, Lambert 1972",24-009-12 11:53:30
26,BE_F_20120924133657250,BE_S_20120924135322812,Houtem and Maastricht SU,Saline Aquifer without hydrocarbon fields,Paleogene,Cretaceous,Danian,Maastrichtian,calcarenites,750,siliciclastic,Yes,None,3,8,71,"Geo-techno-economic simulation (Welkenhuysen et al., submitted)",0,65,0,750,775,800,0,72,0,0,0,0,0,40.6,0,0,65,0,0,0.29,0,0,125,0,0,0.25,0,0,0,0,0,0,0,0,,610,0.025,2.5,1,0,,0,0,,0,0,0,0,0,0,,,,,,,0,8.983203125,0,Method 1,8.983203125,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,Low enhalpy geothermal energy + potable water above Unit. Areal extend roughly calculated,Belgium,BE,0,0,0,0,198000,235000,"Belgian datum 72, Lambert 1972",24-009-12 13:53:22
27,BE_F_20120921102046500,BE_S_20120926110441359,Buntsandstein SU,Saline Aquifer without hydrocarbon fields,Permian,Triassic,Changhsingian,Anisian,Sandstone,0,thick sequence of Jurassic Shales and tightly packed Tertiary shales,No,None,12,31,189,"Geo-techno-economic simulation (Welkenhuysen et al., submitted)",0,200,0,0,1550,0,0,152,0,0,0,0,0,65,0,0,37,0,0.095,0.134,0.173,0,186,275,0,0.25,0,0,0,0,0,0,0,0,,600,2.5,2.5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,18.693,0,Method 2,18.693,1,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,NOTE: User entered Capacity = Practical Capacity,Belgium,BE,0,0,0,0,225000,205000,"Belgian datum 72, Lambert 1972",26-009-12 11:04:41
28,BE_F_20120924135156406,BE_S_20121001133442968,Dinantian North SU,Saline Aquifer without hydrocarbon fields,Carboniferous,Carboniferous,Visean,Tournasian,Carbonate,0,Mudstones and silicified limestones,Yes,None,15,54,489,"Geo-techno-economic simulation (Welkenhuysen et al., submitted)",350,775,1200,300,1400,2500,31,141,251,0,0,0,25,60,95,0.1,225,3000,0.005,0.024,0.13,0,1100,0,0,0.25,0,0,0,0,0,0,0,0,,566,0.015,1.5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,43.42635,0,Method 1,43.42635,1,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,"storage of methane in Loenhout FM, strong local differences in FM's properties",Belgium,BE,0,0,0,0,174000,216000,"Belgian datum 72, Lambert 1972",01-010-12 13:34:42
29,BE_F_20121002151947640,BE_S_20121002153049984,Devonian North SU,Saline Aquifer without hydrocarbon fields,Devonian,Devonian,,,Carbonate,0,Mudstones and silicified limestones,No,None,7,17,413,"Geo-techno-economic simulation (Welkenhuysen et al., submitted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Belgium,BE,0,0,0,0,190000,200000,"Belgian datum 72, Lambert 1972",02-010-12 15:30:49
30,BE_F_20121002154410859,BE_S_20121002154822000,Devonina South SU,Saline Aquifer without hydrocarbon fields,Devonian,Devonian,,,,0,,No,None,6,11,342,"Geo-techno-economic simulation (Welkenhuysen et al., submitted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Belgium,BE,0,0,0,0,150000,90000,"Belgian datum 72, Lambert 1972",02-010-12 15:48:22
31,BE_F_20121002154511843,BE_S_20121002155754500,Hainaut Geothermal aquifer SU,Saline Aquifer without hydrocarbon fields,Carboniferous,Carboniferous,Visean,Tournasian,Carbonate,0,thick Westphalian (Pennsylvanian) coal deposits,Yes,None,25,88,740,"Geo-techno-economic simulation (Welkenhuysen et al., submitted)",500,1500,2500,800,1600,2000,81,161,201,0,0,0,0,66,0,10,12.5,15,0.04,0.05,0.06,0,750,0,0,0.25,0,0,0,0,0,0,0,0,,576,0.015,1.5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,121.5,0,Method 1,121.5,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,Geathermal energy,Belgium,BE,0,0,0,0,112000,127000,"Belgian datum 72, Lambert 1972",02-010-12 15:57:54
32,BG_F_20121113111934576,BG_S_20121113112210498,Pavlikeni zone,Saline Aquifer without hydrocarbon fields,Cretaceous,Jurassic,Valanginian,Tithonian,Carbonate,950,Hauterivian marl,,,400,460,550,Pore vol and storage eff coefficient,850,1100,1400,0,0,0,75,90,100,75,90,100,0,0,0,0,0,0,0.03,0.06,0.25,600,800,1000,0.2,0.25,0.3,0,0,0,0,0,0,0,,600,8,8,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Bulgaria,BG,0,0,0,0,25.77506,43.24403,WGS 84,13-011-12 11:22:10
33,BG_F_20121113111934576,BG_S_20121113112241932,Pleven zone,Saline Aquifer with hydrocarbon fields,Cretaceous,Jurassic,Valanginian,Tithonian,Carbonate,1000,Hauterivian marl,,,1600,1800,2000,Pore vol and storage eff coefficient,700,750,800,0,0,0,80,100,120,80,100,120,0,0,0,0,0,0,0.02,0.05,0.12,3500,4000,5000,0.15,0.2,0.25,0,0,0,0,0,0,0,,600,10,10,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Bulgaria,BG,0,0,0,0,24.94056,43.46492,WGS 84,13-011-12 11:22:41
34,BG_F_20121113110644440,BG_S_20121113123338718,Marash,Saline Aquifer without hydrocarbon fields,Devonian,Devonian,Eifelian-Givetian,Eifelian-Givetian,Carbonate,2500,Lower Carboniferous - Permian,No,,15,17.5,25,Pore vol and storage eff coefficient limited by trap vol,300,300,450,0,0,0,200,240,280,250,320,380,0,85,0,0,0,3000,0.02,0.08,0.2,35,42,50,0.2,0.25,0.4,0,0,0,0,0,0,0,,650,4,4,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Bulgaria,BG,0,0,0,0,26.92565,43.19772,WGS 84,13-011-12 12:33:38
35,BG_F_20121113111630527,BG_S_20121113131206356,Totleben,Saline Aquifer without hydrocarbon fields,Triassic,Triassic,Induan,Induan,Sandstone,2000,Lower-Middle Triassic,,,4,5.3,8,Pore vol and storage eff coefficient limited by trap vol,80,90,110,0,0,0,180,200,220,200,230,250,0,0,0,0,0,0,0.03,0.05,0.14,40,50,60,0.4,0.55,0.65,0,0,0,0,0,0,0,,650,8,8,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Bulgaria,BG,0,0,0,0,24.94056,43.46492,WGS 84,13-011-12 13:12:06
36,BG_F_20121113111847261,BG_S_20121114112537077,Popovo zone,Saline Aquifer without hydrocarbon fields,Jurassic,Jurassic,Bajocian,Bajocian,Sandstone,1500,Middle Jurassic - Bathonian,No,,18,21.6,25,Pore vol and storage eff coefficient,15,40,55,0,0,0,130,140,155,135,145,160,0,0,0,0,0,0,0.02,0.05,0.12,550,600,650,0.35,0.5,0.6,0,0,0,0,0,0,0,,600,6,6,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Bulgaria,BG,0,0,0,0,26.2264,43.3476,WGS 84,14-011-12 11:25:37
37,BG_F_20121113112917939,BG_S_20121114165046698,Yambol-south,Saline Aquifer without hydrocarbon fields,Cretaceous,Cretaceous,Cenomanian,Coniancian,Clastics & Carbonates,1500,marl & flysch,,,22,27,65,Pore vol and storage eff coefficient,350,500,600,0,0,0,120,150,200,150,200,250,0,0,0,0,0,0,0.02,0.04,0.08,160,180,200,0.1,0.2,0.3,0,0,0,0,0,0,0,,600,5,5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Bulgaria,BG,0,0,0,0,26.5671,42.3541,WGS 84,14-011-12 16:50:46
38,BG_F_20121113112917939,BG_S_20121114165153694,Cherkovo,Saline Aquifer without hydrocarbon fields,Cretaceous,Cretaceous,Cenomanian,Coniancian,Clastics & Carbonates,1500,marl & flysch,,,19,24,86,Pore vol and storage eff coefficient,350,500,600,0,0,0,120,150,200,150,200,250,0,0,0,0,0,0,0.02,0.04,0.08,140,160,180,0.1,0.2,0.3,0,0,0,0,0,0,0,,600,5,5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Bulgaria,BG,0,0,0,0,26.9902,42.476,WGS 84,14-011-12 16:51:53
39,BG_F_20121113113802459,BG_S_20121115085722334,Galata,Saline Aquifer with hydrocarbon fields,,,,,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,1,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Bulgaria,BG,0,0,0,0,28.1978,43.0458,WGS 84,15-011-12 08:57:22
40,BG_F_20121113113042054,BG_S_20121115094010677,Dolna Kamchia,Saline Aquifer with hydrocarbon fields,Paleogene,Paleogene,Lutetian,Bartonian,Sandstone & Siltstone,1500,Shale,,,45,56.16,65,Pore vol and storage eff coefficient,350,600,1200,0,0,0,140,155,180,145,160,190,64,70,75,0,0,0,0.1,0.15,0.2,80,108,120,0.1,0.2,0.25,0,0,0,0,0,0,0,,650,10,10,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Bulgaria,BG,0,0,0,0,27.84644,42.98744,WGS 84,15-011-12 09:40:10
41,BG_F_20121113112957329,BG_S_20121115101545003,Galabovo,Saline Aquifer without hydrocarbon fields,Paleogene,Paleogene,Lutetian,Bartonian,lastics,800,Marl & Shale,,,80,85,105,Pore vol and storage eff coefficient,250,300,400,0,0,0,80,100,130,85,110,140,0,0,0,0,0,0,0.03,0.05,0.12,400,450,500,0.3,0.4,0.5,0,0,0,0,0,0,0,,600,5,5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Bulgaria,BG,0,0,0,0,25.6906,42.241,WGS 84,15-011-12 10:15:45
42,BG_F_20121113112957329,BG_S_20121115101639364,Maritsa,Saline Aquifer without hydrocarbon fields,Paleogene,Paleogene,Lutetian,Bartonian,Clastics,800,Marl & Shale,,,70,72,90,Pore vol and storage eff coefficient,250,400,500,0,0,0,80,100,130,85,110,140,0,0,0,0,0,0,0.03,0.05,0.12,250,300,350,0.3,0.5,0.6,0,0,0,0,0,0,0,,600,5,5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Bulgaria,BG,0,0,0,0,24.9271,42.2362,WGS 84,15-011-12 10:16:39
43,CH_F_20120911151242576,CH_S_20120911154558388,Hauptrogenstein,Saline Aquifer without hydrocarbon fields,Jurassic,Jurassic,Bathonian,Bajocian,Siltstone,0,Effingen Member,No,None,0,240,0,Pore vol and storage eff coefficient,20,100,150,800,1500,2500,80,150,250,96,180,300,36,58,90,0.001,0.25,0.5,0.01,0.085,0.06,1095,1095,2705,0.85,0.85,0.85,0,0,0,0,0,0,3,,675,5,5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,15.5199375,267.0089063,282.7153125,Method 1,267.0089063,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,Max Pressure calculated multiplying current pressure by 1.2,Switzerland,CH,0,0,0,0,7.409306731,47.06715917,WGS84,11-009-12 15:45:58
44,CH_F_20120912115738325,CH_S_20120913141319278,Trigonodus Dolomite,Saline Aquifer without hydrocarbon fields,Triassic,Triassic,Anisian,Ladinian,dolomite,0,Gipskeuper,No,None,0,708,0,Pore vol and storage eff coefficient,50,60,80,800,1500,2500,80,150,250,96,180,300,36,75,91,0.01,30,60,0.02,0.1,0.2,2088,2088,3715,0.87,0.87,0.87,0,0,0,0,0,0,1.5,,675,5,5,0,0,,0,0,,0,0,0,0,0,0,,,,,,,61.3089,551.7801,1745.307,Method 1,551.7801,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,Max Pressure calculated multiplying current pressure by 1.2,Switzerland,CH,0,0,0,0,7.987217726,47.29608852,WGS84,13-009-12 14:13:19
45,CH_F_20120912122014497,CH_S_20120928135137125,Upper Marine Molasse,Saline Aquifer without hydrocarbon fields,Neogene,Neogene,burdigalian,burdigalian,,0,Upper Freshwater Molasse,No,None,0,251,0,Pore vol and storage eff coefficient,400,450,500,800,1250,1300,80,125,130,36,150,59,36,51,59,0.01,300,650,0.005,0.125,0.2,172,172,355,0.13,0.13,0.13,0,0,0,0,0,0,0,,675,4.7,4.7,0,0,,0,0,,0,0,0,0,0,0,,,,,,,1.418742,39.90211875,146.410875,Method 1,39.90211875,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,Max Pressure calculated multiplying current pressure by 1.2,Switzerland,CH,0,0,0,0,9.129435118,47.40360998,WGS84,28-009-12 13:51:37
46,CH_F_20120928140939203,CH_S_20120928141422937,Malm limestones,Saline Aquifer without hydrocarbon fields,Jurassic,Jurassic,Oxfordian,Kimmeridgian,,0,Lower Freshwater Molasse,No,None,0,1479,0,Pore vol and storage eff coefficient,150,500,1200,800,1200,25000,80,120,250,96,144,300,36,49,91,0.01,0.05,1,0.02,0.05,0.1,1554,1554,6252,0.5,0.5,0.5,0,0,0,0,0,0,0,,675,6.3,6.3,0,0,,0,0,,0,0,0,0,0,0,,,,,,,99.125775,991.25775,15951.978,Method 1,991.25775,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,Max Pressure calculated multiplying current pressure by 1.2,Switzerland,CH,0,0,0,0,7.706434637,47.06283897,WGS84,28-009-12 14:14:22
47,CZ_F_20121002123525510,CZ_S_20121018103535587,Neogene of Vienna Basin SU,Saline Aquifer with hydrocarbon fields,,,,,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,2,21.562709,,0,0,,,,,,0,,,,,,,,,,,,,,,,,"Neogene of Vienna Basin does not represent a storage structure, just a geological unit containing HC fields",Czech Republic,CZ,0,0,0,0,-570857,-1200823,S-JTSK_Krovak_East_North,18-010-12 10:35:35
48,CZ_F_20121018133730541,CZ_S_20121018134342315,Neogene of Carpathian Foredeep SU,Saline Aquifer with hydrocarbon fields,,,,,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,4,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,"Neogene of Carpathian Foredeep does not represent a storage structure, just a geological unit containing suitable aquifer structures",Czech Republic,CZ,0,0,0,0,-539391,-1145093,S-JTSK_Krovak_East_North,18-010-12 13:43:42
49,CZ_F_20121019100338402,CZ_S_20121019101700221,Zatec,Saline Aquifer without hydrocarbon fields,Carboniferous,Carboniferous,Gzelian,Bashkirian,Sandstone,0,Line Fm. mudstones,Yes,Other,85,94,100,Pore vol and storage eff coefficient,100,183,260,800,1100,1350,80,110,151,96,151,151,34,40,44,1,10,80,0.08,0.1,0.13,360,409,440,0.7,0.8,0.9,0,0,0,0,0,0,15,,781,2.4,2.4,0,0,,0,0,,2016,5987.76,13384.8,0.07,1.464,18.72,,,,,,,37.787904,112.2345734,250.8846912,Method 1,112.2345734,0,0,0,,150,0,,Not known,,,,10,,,No,No,,no,6,1956-1979,6,1956,,None,Wells through unit with logs and cores,Regional 2D geological model,High level regional screening,,"Groundwater protection; Surface Issue = Natura 2000 areas, natural parks",Czech Republic,CZ,0,0,0,0,-809931,-1013668,S-JTSK_Krovak_East_North,19-010-12 10:17:00
50,CZ_F_20121019100338402,CZ_S_20121019104824972,Roudnice,Saline Aquifer without hydrocarbon fields,Carboniferous,Carboniferous,Gzelian,Bashkirian,Sandstone,0,Msec claystone,Yes,Conservation area,180,200,220,Pore vol and storage eff coefficient,100,184,300,850,1130,1400,87,115,145,104,145,145,44,48,54,1,8,30,0.09,0.12,0.15,900,1098,1100,0.45,0.5,0.55,0,0,0,0,0,0,30,,688,2.4,2.4,0,0,,0,0,,3645,12121.92,27225,0.045,0.736,4.95,,,,,,,60.18624,200.157143,449.5392,Method 1,200.157143,0,0,0,,180,0,,Not known,,,,0,,,Yes,No,,no,105,1960-1988,105,1960,,2D,Wells through unit with logs and cores,Detailed 3D geological model,High level regional screening,,"Hard coal deposits, groudwater protection",Czech Republic,CZ,0,0,0,0,-751546,-1004795,S-JTSK_Krovak_East_North,19-010-12 10:48:24
51,CZ_F_20121019100338402,CZ_S_20121019110211596,Mnichovo Hradiste,Saline Aquifer without hydrocarbon fields,Permian,Carboniferous,Changhsingian,Bashkirian,Sandstone,0,Hredle and Msec claystones,Yes,Conservation area,100,109,120,Pore vol and storage eff coefficient,97,131,292,750,1000,1350,70,100,135,84,135,135,40,44,50,3,18,70,0.08,0.1,0.15,540,593,640,0.85,0.9,0.95,0,0,0,0,0,0,15,,683,2.4,2.4,0,0,,0,0,,3561.84,6991.47,26630.4,0.24735,2.1222,19.418,,,,,,,58.38568128,114.6041762,436.5255168,Method 1,114.6041762,0,0,0,,20,0,,Not known,,,,0,,,No,No,,,26,1977-1988,26,1977,,2D,Wells through unit with logs and cores,None,High level regional screening,,"Hard coal deposits, groundwater protection",Czech Republic,CZ,0,0,0,0,-699457,-1015099,S-JTSK_Krovak_East_North,19-010-12 11:02:11
52,CZ_F_20121019100338402,CZ_S_20121019110904584,Nova Paka,Saline Aquifer without hydrocarbon fields,Permian,Carboniferous,Changhsingian,Bashkirian,Sandstone,0,Stephanian claystones,Yes,None,18,20,22,Pore vol and storage eff coefficient,20,37,80,1000,1200,1600,100,120,160,120,160,160,40,45,50,1,10,30,0.08,0.13,0.16,280,297,320,0.75,0.8,0.85,0,0,0,0,0,0,10,,754,2.4,2.4,0,0,,0,0,,336,1142.856,3481.6,0.015,0.296,2.04,,,,,,,6.080256,20.68112218,63.0030336,Method 1,20.68112218,0,0,0,,50,0,,Not known,,,,0,,,,,,,3,1966-1983,3,1966,,None,Wells through unit with logs and cores,None,None,,"Hard coal deposit, groundwater protection",Czech Republic,CZ,0,0,0,0,-654523,-1003364,S-JTSK_Krovak_East_North,19-010-12 11:09:04
53,DE_F_20120926141820351,DE_S_20120926143217249,Upper Rotliegend,Saline Aquifer without hydrocarbon fields,,,,,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,Polygon not available,Germany,DE,0,0,0,0,0,0,,26-009-12 14:32:17
54,DE_F_20120926144047198,DE_S_20120926144228241,Middle Buntsandstein,Saline Aquifer without hydrocarbon fields,,,,,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,19,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,Polygon not available,Germany,DE,0,0,0,0,0,0,,26-009-12 14:42:28
55,DE_F_20120926163310973,DE_S_20120926163651464,Keuper,Saline Aquifer without hydrocarbon fields,,,,,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,3,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,Polygon not available,Germany,DE,0,0,0,0,0,0,,26-009-12 16:36:51
56,DE_F_20120926164910997,DE_S_20120926165034644,Middle Jurassic,Saline Aquifer with hydrocarbon fields,,,,,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,2,1,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,Polygon not available,Germany,DE,0,0,0,0,0,0,,26-009-12 16:50:34
57,DE_F_20120927081255310,DE_S_20120927082142391,Upper Rotliegend Storage Unit,Saline Aquifer with hydrocarbon fields,,,,,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,10,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Germany,DE,0,0,0,0,0,0,,27-009-12 08:21:42
58,DE_F_20120927101910147,DE_S_20120927102009239,Zechstein,Saline Aquifer with hydrocarbon fields,,,,,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,21,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,Polygon not available,Germany,DE,0,0,0,0,0,0,,27-009-12 10:20:09
59,DE_F_20120927142849255,DE_S_20120927142942607,Middle Buntsandstein Storage Unit,Saline Aquifer with hydrocarbon fields,,,,,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,7,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Germany,DE,0,0,0,0,0,0,,27-009-12 14:29:42
60,DE_F_20120927145437579,DE_S_20120927145832047,Upper Keuper and Lower Jurassic Storage Unit,Saline Aquifer without hydrocarbon fields,,,,,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Germany,DE,0,0,0,0,0,0,,27-009-12 14:58:32
61,DE_F_20120927150524060,DE_S_20120927150805114,Middle Jurassic Storage Unit,Saline Aquifer with hydrocarbon fields,,,,,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,5,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Germany,DE,0,0,0,0,0,0,,27-009-12 15:08:05
